,timepoint,cloudcover,highcloud,midcloud,lowcloud,rh_profile,wind_profile,temp2m,lifted_index,rh2m,msl_pressure,prec_type,prec_amount,snow_depth,wind10m.direction,wind10m.speed,country
54,165,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 14}, {'layer': '900mb', 'rh': 13}, {'layer': '850mb', 'rh': 14}, {'layer': '800mb', 'rh': 15}, {'layer': '750mb', 'rh': 15}, {'layer': '700mb', 'rh': 14}, {'layer': '650mb', 'rh': 13}, {'layer': '600mb', 'rh': 9}, {'layer': '550mb', 'rh': 14}, {'layer': '500mb', 'rh': 16}, {'layer': '450mb', 'rh': 15}, {'layer': '400mb', 'rh': 16}, {'layer': '350mb', 'rh': 10}, {'layer': '300mb', 'rh': -1}, {'layer': '250mb', 'rh': 2}, {'layer': '200mb', 'rh': 0}]","[{'layer': '950mb', 'direction': 85, 'speed': 2}, {'layer': '900mb', 'direction': 105, 'speed': 2}, {'layer': '850mb', 'direction': 105, 'speed': 2}, {'layer': '800mb', 'direction': 350, 'speed': 1}, {'layer': '750mb', 'direction': 230, 'speed': 2}, {'layer': '700mb', 'direction': 245, 'speed': 2}, {'layer': '650mb', 'direction': 265, 'speed': 2}, {'layer': '600mb', 'direction': 235, 'speed': 2}, {'layer': '550mb', 'direction': 255, 'speed': 3}, {'layer': '500mb', 'direction': 250, 'speed': 3}, {'layer': '450mb', 'direction': 230, 'speed': 3}, {'layer': '400mb', 'direction': 245, 'speed': 3}, {'layer': '350mb', 'direction': 280, 'speed': 4}, {'layer': '300mb', 'direction': 230, 'speed': 4}, {'layer': '250mb', 'direction': 200, 'speed': 5}, {'layer': '200mb', 'direction': 235, 'speed': 4}]",13,2,14,1021,rain,4,0,40,2,New Zealand
55,168,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 12}, {'layer': '900mb', 'rh': 13}, {'layer': '850mb', 'rh': 14}, {'layer': '800mb', 'rh': 15}, {'layer': '750mb', 'rh': 15}, {'layer': '700mb', 'rh': 15}, {'layer': '650mb', 'rh': 15}, {'layer': '600mb', 'rh': 11}, {'layer': '550mb', 'rh': 12}, {'layer': '500mb', 'rh': 13}, {'layer': '450mb', 'rh': 11}, {'layer': '400mb', 'rh': 8}, {'layer': '350mb', 'rh': -2}, {'layer': '300mb', 'rh': 1}, {'layer': '250mb', 'rh': 2}, {'layer': '200mb', 'rh': 2}]","[{'layer': '950mb', 'direction': 350, 'speed': 2}, {'layer': '900mb', 'direction': 55, 'speed': 2}, {'layer': '850mb', 'direction': 105, 'speed': 2}, {'layer': '800mb', 'direction': 125, 'speed': 2}, {'layer': '750mb', 'direction': 180, 'speed': 2}, {'layer': '700mb', 'direction': 250, 'speed': 2}, {'layer': '650mb', 'direction': 255, 'speed': 2}, {'layer': '600mb', 'direction': 260, 'speed': 2}, {'layer': '550mb', 'direction': 240, 'speed': 3}, {'layer': '500mb', 'direction': 235, 'speed': 3}, {'layer': '450mb', 'direction': 245, 'speed': 3}, {'layer': '400mb', 'direction': 255, 'speed': 3}, {'layer': '350mb', 'direction': 195, 'speed': 5}, {'layer': '300mb', 'direction': 210, 'speed': 4}, {'layer': '250mb', 'direction': 225, 'speed': 5}, {'layer': '200mb', 'direction': 220, 'speed': 4}]",13,2,11,1021,rain,4,0,15,2,New Zealand
56,171,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 14}, {'layer': '900mb', 'rh': 12}, {'layer': '850mb', 'rh': 13}, {'layer': '800mb', 'rh': 14}, {'layer': '750mb', 'rh': 15}, {'layer': '700mb', 'rh': 15}, {'layer': '650mb', 'rh': 15}, {'layer': '600mb', 'rh': 12}, {'layer': '550mb', 'rh': 11}, {'layer': '500mb', 'rh': 3}, {'layer': '450mb', 'rh': 0}, {'layer': '400mb', 'rh': -3}, {'layer': '350mb', 'rh': 2}, {'layer': '300mb', 'rh': 3}, {'layer': '250mb', 'rh': 1}, {'layer': '200mb', 'rh': 1}]","[{'layer': '950mb', 'direction': 205, 'speed': 2}, {'layer': '900mb', 'direction': 125, 'speed': 2}, {'layer': '850mb', 'direction': 100, 'speed': 2}, {'layer': '800mb', 'direction': 140, 'speed': 2}, {'layer': '750mb', 'direction': 220, 'speed': 2}, {'layer': '700mb', 'direction': 265, 'speed': 2}, {'layer': '650mb', 'direction': 255, 'speed': 2}, {'layer': '600mb', 'direction': 215, 'speed': 2}, {'layer': '550mb', 'direction': 205, 'speed': 3}, {'layer': '500mb', 'direction': 210, 'speed': 3}, {'layer': '450mb', 'direction': 205, 'speed': 3}, {'layer': '400mb', 'direction': 195, 'speed': 4}, {'layer': '350mb', 'direction': 200, 'speed': 4}, {'layer': '300mb', 'direction': 220, 'speed': 3}, {'layer': '250mb', 'direction': 235, 'speed': 4}, {'layer': '200mb', 'direction': 225, 'speed': 4}]",15,2,14,1020,rain,4,0,80,2,New Zealand
57,174,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 13}, {'layer': '900mb', 'rh': 12}, {'layer': '850mb', 'rh': 14}, {'layer': '800mb', 'rh': 14}, {'layer': '750mb', 'rh': 15}, {'layer': '700mb', 'rh': 15}, {'layer': '650mb', 'rh': 14}, {'layer': '600mb', 'rh': 11}, {'layer': '550mb', 'rh': 9}, {'layer': '500mb', 'rh': 1}, {'layer': '450mb', 'rh': -2}, {'layer': '400mb', 'rh': 0}, {'layer': '350mb', 'rh': 1}, {'layer': '300mb', 'rh': 3}, {'layer': '250mb', 'rh': -1}, {'layer': '200mb', 'rh': 0}]","[{'layer': '950mb', 'direction': 125, 'speed': 2}, {'layer': '900mb', 'direction': 100, 'speed': 2}, {'layer': '850mb', 'direction': 90, 'speed': 2}, {'layer': '800mb', 'direction': 110, 'speed': 2}, {'layer': '750mb', 'direction': 185, 'speed': 2}, {'layer': '700mb', 'direction': 210, 'speed': 3}, {'layer': '650mb', 'direction': 205, 'speed': 3}, {'layer': '600mb', 'direction': 215, 'speed': 3}, {'layer': '550mb', 'direction': 200, 'speed': 3}, {'layer': '500mb', 'direction': 185, 'speed': 3}, {'layer': '450mb', 'direction': 195, 'speed': 3}, {'layer': '400mb', 'direction': 195, 'speed': 4}, {'layer': '350mb', 'direction': 205, 'speed': 3}, {'layer': '300mb', 'direction': 215, 'speed': 4}, {'layer': '250mb', 'direction': 230, 'speed': 4}, {'layer': '200mb', 'direction': 230, 'speed': 4}]",15,2,15,1020,rain,4,0,60,1,New Zealand
58,177,6,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 13}, {'layer': '900mb', 'rh': 12}, {'layer': '850mb', 'rh': 15}, {'layer': '800mb', 'rh': 15}, {'layer': '750mb', 'rh': 13}, {'layer': '700mb', 'rh': 15}, {'layer': '650mb', 'rh': 13}, {'layer': '600mb', 'rh': 12}, {'layer': '550mb', 'rh': 3}, {'layer': '500mb', 'rh': 0}, {'layer': '450mb', 'rh': -1}, {'layer': '400mb', 'rh': 2}, {'layer': '350mb', 'rh': 1}, {'layer': '300mb', 'rh': 2}, {'layer': '250mb', 'rh': 0}, {'layer': '200mb', 'rh': 0}]","[{'layer': '950mb', 'direction': 125, 'speed': 2}, {'layer': '900mb', 'direction': 95, 'speed': 2}, {'layer': '850mb', 'direction': 60, 'speed': 2}, {'layer': '800mb', 'direction': 90, 'speed': 2}, {'layer': '750mb', 'direction': 115, 'speed': 2}, {'layer': '700mb', 'direction': 130, 'speed': 3}, {'layer': '650mb', 'direction': 140, 'speed': 2}, {'layer': '600mb', 'direction': 190, 'speed': 2}, {'layer': '550mb', 'direction': 195, 'speed': 3}, {'layer': '500mb', 'direction': 195, 'speed': 3}, {'layer': '450mb', 'direction': 200, 'speed': 3}, {'layer': '400mb', 'direction': 210, 'speed': 3}, {'layer': '350mb', 'direction': 215, 'speed': 3}, {'layer': '300mb', 'direction': 220, 'speed': 3}, {'layer': '250mb', 'direction': 230, 'speed': 5}, {'layer': '200mb', 'direction': 230, 'speed': 4}]",11,2,15,1021,rain,4,0,210,2,New Zealand
59,180,7,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 13}, {'layer': '900mb', 'rh': 13}, {'layer': '850mb', 'rh': 14}, {'layer': '800mb', 'rh': 15}, {'layer': '750mb', 'rh': 14}, {'layer': '700mb', 'rh': 13}, {'layer': '650mb', 'rh': 14}, {'layer': '600mb', 'rh': 7}, {'layer': '550mb', 'rh': 0}, {'layer': '500mb', 'rh': 0}, {'layer': '450mb', 'rh': 0}, {'layer': '400mb', 'rh': 4}, {'layer': '350mb', 'rh': 3}, {'layer': '300mb', 'rh': 3}, {'layer': '250mb', 'rh': 3}, {'layer': '200mb', 'rh': -1}]","[{'layer': '950mb', 'direction': 130, 'speed': 2}, {'layer': '900mb', 'direction': 65, 'speed': 2}, {'layer': '850mb', 'direction': 35, 'speed': 2}, {'layer': '800mb', 'direction': 60, 'speed': 2}, {'layer': '750mb', 'direction': 70, 'speed': 2}, {'layer': '700mb', 'direction': 120, 'speed': 2}, {'layer': '650mb', 'direction': 50, 'speed': 2}, {'layer': '600mb', 'direction': 215, 'speed': 2}, {'layer': '550mb', 'direction': 210, 'speed': 2}, {'layer': '500mb', 'direction': 215, 'speed': 3}, {'layer': '450mb', 'direction': 210, 'speed': 3}, {'layer': '400mb', 'direction': 220, 'speed': 3}, {'layer': '350mb', 'direction': 205, 'speed': 3}, {'layer': '300mb', 'direction': 220, 'speed': 3}, {'layer': '250mb', 'direction': 220, 'speed': 5}, {'layer': '200mb', 'direction': 235, 'speed': 4}]",12,2,15,1022,rain,4,0,205,1,New Zealand
60,183,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 13}, {'layer': '900mb', 'rh': 12}, {'layer': '850mb', 'rh': 13}, {'layer': '800mb', 'rh': 15}, {'layer': '750mb', 'rh': 14}, {'layer': '700mb', 'rh': 12}, {'layer': '650mb', 'rh': 12}, {'layer': '600mb', 'rh': 9}, {'layer': '550mb', 'rh': -1}, {'layer': '500mb', 'rh': 2}, {'layer': '450mb', 'rh': 4}, {'layer': '400mb', 'rh': 0}, {'layer': '350mb', 'rh': 2}, {'layer': '300mb', 'rh': 4}, {'layer': '250mb', 'rh': 2}, {'layer': '200mb', 'rh': -1}]","[{'layer': '950mb', 'direction': 145, 'speed': 2}, {'layer': '900mb', 'direction': 80, 'speed': 2}, {'layer': '850mb', 'direction': 355, 'speed': 2}, {'layer': '800mb', 'direction': 320, 'speed': 2}, {'layer': '750mb', 'direction': 0, 'speed': 2}, {'layer': '700mb', 'direction': 145, 'speed': 2}, {'layer': '650mb', 'direction': 305, 'speed': 2}, {'layer': '600mb', 'direction': 255, 'speed': 2}, {'layer': '550mb', 'direction': 220, 'speed': 3}, {'layer': '500mb', 'direction': 215, 'speed': 3}, {'layer': '450mb', 'direction': 220, 'speed': 3}, {'layer': '400mb', 'direction': 210, 'speed': 3}, {'layer': '350mb', 'direction': 220, 'speed': 3}, {'layer': '300mb', 'direction': 240, 'speed': 3}, {'layer': '250mb', 'direction': 240, 'speed': 3}, {'layer': '200mb', 'direction': 220, 'speed': 4}]",11,6,15,1021,rain,4,0,215,2,New Zealand
61,186,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 13}, {'layer': '900mb', 'rh': 12}, {'layer': '850mb', 'rh': 13}, {'layer': '800mb', 'rh': 14}, {'layer': '750mb', 'rh': 13}, {'layer': '700mb', 'rh': 12}, {'layer': '650mb', 'rh': 13}, {'layer': '600mb', 'rh': 8}, {'layer': '550mb', 'rh': 1}, {'layer': '500mb', 'rh': 4}, {'layer': '450mb', 'rh': -1}, {'layer': '400mb', 'rh': 1}, {'layer': '350mb', 'rh': 3}, {'layer': '300mb', 'rh': 6}, {'layer': '250mb', 'rh': -1}, {'layer': '200mb', 'rh': -2}]","[{'layer': '950mb', 'direction': 165, 'speed': 2}, {'layer': '900mb', 'direction': 280, 'speed': 2}, {'layer': '850mb', 'direction': 290, 'speed': 2}, {'layer': '800mb', 'direction': 250, 'speed': 2}, {'layer': '750mb', 'direction': 245, 'speed': 2}, {'layer': '700mb', 'direction': 200, 'speed': 2}, {'layer': '650mb', 'direction': 225, 'speed': 2}, {'layer': '600mb', 'direction': 245, 'speed': 2}, {'layer': '550mb', 'direction': 215, 'speed': 3}, {'layer': '500mb', 'direction': 215, 'speed': 3}, {'layer': '450mb', 'direction': 210, 'speed': 3}, {'layer': '400mb', 'direction': 210, 'speed': 3}, {'layer': '350mb', 'direction': 235, 'speed': 3}, {'layer': '300mb', 'direction': 240, 'speed': 3}, {'layer': '250mb', 'direction': 215, 'speed': 3}, {'layer': '200mb', 'direction': 220, 'speed': 3}]",11,6,14,1021,rain,4,0,195,2,New Zealand
62,189,7,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 9}, {'layer': '900mb', 'rh': 12}, {'layer': '850mb', 'rh': 14}, {'layer': '800mb', 'rh': 13}, {'layer': '750mb', 'rh': 13}, {'layer': '700mb', 'rh': 12}, {'layer': '650mb', 'rh': 12}, {'layer': '600mb', 'rh': 3}, {'layer': '550mb', 'rh': 0}, {'layer': '500mb', 'rh': 3}, {'layer': '450mb', 'rh': -1}, {'layer': '400mb', 'rh': 1}, {'layer': '350mb', 'rh': 4}, {'layer': '300mb', 'rh': 0}, {'layer': '250mb', 'rh': 1}, {'layer': '200mb', 'rh': -2}]","[{'layer': '950mb', 'direction': 285, 'speed': 2}, {'layer': '900mb', 'direction': 250, 'speed': 2}, {'layer': '850mb', 'direction': 235, 'speed': 2}, {'layer': '800mb', 'direction': 240, 'speed': 3}, {'layer': '750mb', 'direction': 250, 'speed': 2}, {'layer': '700mb', 'direction': 285, 'speed': 2}, {'layer': '650mb', 'direction': 285, 'speed': 2}, {'layer': '600mb', 'direction': 255, 'speed': 2}, {'layer': '550mb', 'direction': 225, 'speed': 2}, {'layer': '500mb', 'direction': 220, 'speed': 3}, {'layer': '450mb', 'direction': 215, 'speed': 3}, {'layer': '400mb', 'direction': 230, 'speed': 3}, {'layer': '350mb', 'direction': 230, 'speed': 3}, {'layer': '300mb', 'direction': 190, 'speed': 3}, {'layer': '250mb', 'direction': 180, 'speed': 4}, {'layer': '200mb', 'direction': 215, 'speed': 3}]",16,2,8,1020,rain,4,0,215,2,New Zealand
63,192,5,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': 8}, {'layer': '900mb', 'rh': 10}, {'layer': '850mb', 'rh': 13}, {'layer': '800mb', 'rh': 14}, {'layer': '750mb', 'rh': 11}, {'layer': '700mb', 'rh': 10}, {'layer': '650mb', 'rh': 10}, {'layer': '600mb', 'rh': 7}, {'layer': '550mb', 'rh': 2}, {'layer': '500mb', 'rh': 0}, {'layer': '450mb', 'rh': -2}, {'layer': '400mb', 'rh': 2}, {'layer': '350mb', 'rh': -1}, {'layer': '300mb', 'rh': -1}, {'layer': '250mb', 'rh': 1}, {'layer': '200mb', 'rh': 0}]","[{'layer': '950mb', 'direction': 345, 'speed': 2}, {'layer': '900mb', 'direction': 315, 'speed': 2}, {'layer': '850mb', 'direction': 265, 'speed': 2}, {'layer': '800mb', 'direction': 235, 'speed': 2}, {'layer': '750mb', 'direction': 240, 'speed': 3}, {'layer': '700mb', 'direction': 270, 'speed': 2}, {'layer': '650mb', 'direction': 275, 'speed': 2}, {'layer': '600mb', 'direction': 255, 'speed': 2}, {'layer': '550mb', 'direction': 225, 'speed': 3}, {'layer': '500mb', 'direction': 215, 'speed': 3}, {'layer': '450mb', 'direction': 215, 'speed': 3}, {'layer': '400mb', 'direction': 225, 'speed': 3}, {'layer': '350mb', 'direction': 210, 'speed': 3}, {'layer': '300mb', 'direction': 175, 'speed': 4}, {'layer': '250mb', 'direction': 175, 'speed': 4}, {'layer': '200mb', 'direction': 220, 'speed': 3}]",22,-1,8,1018,rain,4,0,10,2,New Zealand
0,3,8,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': -9999}, {'layer': '900mb', 'rh': -9999}, {'layer': '850mb', 'rh': -9999}, {'layer': '800mb', 'rh': 11}, {'layer': '750mb', 'rh': 14}, {'layer': '700mb', 'rh': 12}, {'layer': '650mb', 'rh': 12}, {'layer': '600mb', 'rh': 14}, {'layer': '550mb', 'rh': 14}, {'layer': '500mb', 'rh': 14}, {'layer': '450mb', 'rh': 13}, {'layer': '400mb', 'rh': 14}, {'layer': '350mb', 'rh': 14}, {'layer': '300mb', 'rh': 12}, {'layer': '250mb', 'rh': 9}, {'layer': '200mb', 'rh': 16}]","[{'layer': '950mb', 'direction': -9999, 'speed': -9999}, {'layer': '900mb', 'direction': -9999, 'speed': -9999}, {'layer': '850mb', 'direction': -9999, 'speed': -9999}, {'layer': '800mb', 'direction': 30, 'speed': 2}, {'layer': '750mb', 'direction': 30, 'speed': 2}, {'layer': '700mb', 'direction': 30, 'speed': 2}, {'layer': '650mb', 'direction': 35, 'speed': 2}, {'layer': '600mb', 'direction': 50, 'speed': 3}, {'layer': '550mb', 'direction': 80, 'speed': 3}, {'layer': '500mb', 'direction': 105, 'speed': 3}, {'layer': '450mb', 'direction': 135, 'speed': 3}, {'layer': '400mb', 'direction': 130, 'speed': 4}, {'layer': '350mb', 'direction': 120, 'speed': 4}, {'layer': '300mb', 'direction': 120, 'speed': 5}, {'layer': '250mb', 'direction': 115, 'speed': 5}, {'layer': '200mb', 'direction': 105, 'speed': 6}]",21,-4,11,-9999,rain,2,0,45,2,Papua New Guinea
1,6,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': -9999}, {'layer': '900mb', 'rh': -9999}, {'layer': '850mb', 'rh': -9999}, {'layer': '800mb', 'rh': 13}, {'layer': '750mb', 'rh': 13}, {'layer': '700mb', 'rh': 12}, {'layer': '650mb', 'rh': 12}, {'layer': '600mb', 'rh': 14}, {'layer': '550mb', 'rh': 15}, {'layer': '500mb', 'rh': 15}, {'layer': '450mb', 'rh': 15}, {'layer': '400mb', 'rh': 15}, {'layer': '350mb', 'rh': 16}, {'layer': '300mb', 'rh': 14}, {'layer': '250mb', 'rh': 16}, {'layer': '200mb', 'rh': 14}]","[{'layer': '950mb', 'direction': -9999, 'speed': -9999}, {'layer': '900mb', 'direction': -9999, 'speed': -9999}, {'layer': '850mb', 'direction': -9999, 'speed': -9999}, {'layer': '800mb', 'direction': 40, 'speed': 2}, {'layer': '750mb', 'direction': 55, 'speed': 2}, {'layer': '700mb', 'direction': 55, 'speed': 2}, {'layer': '650mb', 'direction': 60, 'speed': 2}, {'layer': '600mb', 'direction': 90, 'speed': 2}, {'layer': '550mb', 'direction': 105, 'speed': 2}, {'layer': '500mb', 'direction': 135, 'speed': 3}, {'layer': '450mb', 'direction': 145, 'speed': 3}, {'layer': '400mb', 'direction': 135, 'speed': 3}, {'layer': '350mb', 'direction': 100, 'speed': 3}, {'layer': '300mb', 'direction': 115, 'speed': 4}, {'layer': '250mb', 'direction': 130, 'speed': 5}, {'layer': '200mb', 'direction': 100, 'speed': 6}]",17,-4,14,-9999,rain,3,0,55,2,Papua New Guinea
2,9,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': -9999}, {'layer': '900mb', 'rh': -9999}, {'layer': '850mb', 'rh': -9999}, {'layer': '800mb', 'rh': 13}, {'layer': '750mb', 'rh': 12}, {'layer': '700mb', 'rh': 12}, {'layer': '650mb', 'rh': 13}, {'layer': '600mb', 'rh': 14}, {'layer': '550mb', 'rh': 15}, {'layer': '500mb', 'rh': 15}, {'layer': '450mb', 'rh': 15}, {'layer': '400mb', 'rh': 15}, {'layer': '350mb', 'rh': 16}, {'layer': '300mb', 'rh': 16}, {'layer': '250mb', 'rh': 16}, {'layer': '200mb', 'rh': 16}]","[{'layer': '950mb', 'direction': -9999, 'speed': -9999}, {'layer': '900mb', 'direction': -9999, 'speed': -9999}, {'layer': '850mb', 'direction': -9999, 'speed': -9999}, {'layer': '800mb', 'direction': 10, 'speed': 2}, {'layer': '750mb', 'direction': 340, 'speed': 2}, {'layer': '700mb', 'direction': 330, 'speed': 2}, {'layer': '650mb', 'direction': 95, 'speed': 2}, {'layer': '600mb', 'direction': 105, 'speed': 3}, {'layer': '550mb', 'direction': 95, 'speed': 3}, {'layer': '500mb', 'direction': 75, 'speed': 3}, {'layer': '450mb', 'direction': 75, 'speed': 3}, {'layer': '400mb', 'direction': 105, 'speed': 3}, {'layer': '350mb', 'direction': 105, 'speed': 3}, {'layer': '300mb', 'direction': 110, 'speed': 3}, {'layer': '250mb', 'direction': 120, 'speed': 4}, {'layer': '200mb', 'direction': 100, 'speed': 6}]",14,-1,15,-9999,rain,3,0,105,1,Papua New Guinea
3,12,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': -9999}, {'layer': '900mb', 'rh': -9999}, {'layer': '850mb', 'rh': -9999}, {'layer': '800mb', 'rh': 11}, {'layer': '750mb', 'rh': 12}, {'layer': '700mb', 'rh': 14}, {'layer': '650mb', 'rh': 15}, {'layer': '600mb', 'rh': 15}, {'layer': '550mb', 'rh': 15}, {'layer': '500mb', 'rh': 15}, {'layer': '450mb', 'rh': 14}, {'layer': '400mb', 'rh': 14}, {'layer': '350mb', 'rh': 16}, {'layer': '300mb', 'rh': 16}, {'layer': '250mb', 'rh': 16}, {'layer': '200mb', 'rh': 16}]","[{'layer': '950mb', 'direction': -9999, 'speed': -9999}, {'layer': '900mb', 'direction': -9999, 'speed': -9999}, {'layer': '850mb', 'direction': -9999, 'speed': -9999}, {'layer': '800mb', 'direction': 285, 'speed': 2}, {'layer': '750mb', 'direction': 20, 'speed': 2}, {'layer': '700mb', 'direction': 50, 'speed': 2}, {'layer': '650mb', 'direction': 60, 'speed': 2}, {'layer': '600mb', 'direction': 95, 'speed': 3}, {'layer': '550mb', 'direction': 115, 'speed': 3}, {'layer': '500mb', 'direction': 105, 'speed': 3}, {'layer': '450mb', 'direction': 100, 'speed': 3}, {'layer': '400mb', 'direction': 105, 'speed': 3}, {'layer': '350mb', 'direction': 100, 'speed': 3}, {'layer': '300mb', 'direction': 105, 'speed': 4}, {'layer': '250mb', 'direction': 105, 'speed': 4}, {'layer': '200mb', 'direction': 105, 'speed': 6}]",14,-1,15,-9999,rain,3,0,215,2,Papua New Guinea
4,15,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': -9999}, {'layer': '900mb', 'rh': -9999}, {'layer': '850mb', 'rh': -9999}, {'layer': '800mb', 'rh': 12}, {'layer': '750mb', 'rh': 13}, {'layer': '700mb', 'rh': 14}, {'layer': '650mb', 'rh': 15}, {'layer': '600mb', 'rh': 15}, {'layer': '550mb', 'rh': 16}, {'layer': '500mb', 'rh': 15}, {'layer': '450mb', 'rh': 13}, {'layer': '400mb', 'rh': 13}, {'layer': '350mb', 'rh': 14}, {'layer': '300mb', 'rh': 15}, {'layer': '250mb', 'rh': 16}, {'layer': '200mb', 'rh': 16}]","[{'layer': '950mb', 'direction': -9999, 'speed': -9999}, {'layer': '900mb', 'direction': -9999, 'speed': -9999}, {'layer': '850mb', 'direction': -9999, 'speed': -9999}, {'layer': '800mb', 'direction': 225, 'speed': 2}, {'layer': '750mb', 'direction': 345, 'speed': 2}, {'layer': '700mb', 'direction': 355, 'speed': 2}, {'layer': '650mb', 'direction': 5, 'speed': 2}, {'layer': '600mb', 'direction': 40, 'speed': 2}, {'layer': '550mb', 'direction': 105, 'speed': 3}, {'layer': '500mb', 'direction': 105, 'speed': 3}, {'layer': '450mb', 'direction': 90, 'speed': 3}, {'layer': '400mb', 'direction': 85, 'speed': 4}, {'layer': '350mb', 'direction': 75, 'speed': 4}, {'layer': '300mb', 'direction': 100, 'speed': 3}, {'layer': '250mb', 'direction': 120, 'speed': 5}, {'layer': '200mb', 'direction': 110, 'speed': 6}]",14,-1,15,-9999,rain,3,0,260,2,Papua New Guinea
5,18,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': -9999}, {'layer': '900mb', 'rh': -9999}, {'layer': '850mb', 'rh': -9999}, {'layer': '800mb', 'rh': 12}, {'layer': '750mb', 'rh': 13}, {'layer': '700mb', 'rh': 13}, {'layer': '650mb', 'rh': 15}, {'layer': '600mb', 'rh': 16}, {'layer': '550mb', 'rh': 15}, {'layer': '500mb', 'rh': 15}, {'layer': '450mb', 'rh': 10}, {'layer': '400mb', 'rh': 10}, {'layer': '350mb', 'rh': 12}, {'layer': '300mb', 'rh': 16}, {'layer': '250mb', 'rh': 16}, {'layer': '200mb', 'rh': 16}]","[{'layer': '950mb', 'direction': -9999, 'speed': -9999}, {'layer': '900mb', 'direction': -9999, 'speed': -9999}, {'layer': '850mb', 'direction': -9999, 'speed': -9999}, {'layer': '800mb', 'direction': 260, 'speed': 2}, {'layer': '750mb', 'direction': 350, 'speed': 2}, {'layer': '700mb', 'direction': 350, 'speed': 2}, {'layer': '650mb', 'direction': 355, 'speed': 3}, {'layer': '600mb', 'direction': 35, 'speed': 2}, {'layer': '550mb', 'direction': 100, 'speed': 3}, {'layer': '500mb', 'direction': 120, 'speed': 3}, {'layer': '450mb', 'direction': 90, 'speed': 3}, {'layer': '400mb', 'direction': 85, 'speed': 3}, {'layer': '350mb', 'direction': 100, 'speed': 4}, {'layer': '300mb', 'direction': 105, 'speed': 4}, {'layer': '250mb', 'direction': 125, 'speed': 5}, {'layer': '200mb', 'direction': 125, 'speed': 6}]",13,-1,15,-9999,rain,4,0,335,2,Papua New Guinea
6,21,9,-9999,-9999,-9999,"[{'layer': '950mb', 'rh': -9999}, {'layer': '900mb', 'rh': -9999}, {'layer': '850mb', 'rh': -9999}, {'layer': '800mb', 'rh': 13}, {'layer': '750mb', 'rh': 13}, {'layer': '700mb', 'rh': 13}, {'layer': '650mb', 'rh': 15}, {'layer': '600mb', 'rh': 15}, {'layer': '550mb', 'rh': 15}, {'layer': '500mb', 'rh': 13}, {'layer': '450mb', 'rh': 11}, {'layer': '400mb', 'rh': 10}, {'layer': '350mb', 'rh': 8}, {'layer': '300mb', 'rh': 12}, {'layer': '250mb', 'rh': 16}, {'layer': '200mb', 'rh': 15}]","[{'layer': '950mb', 'direction': -9999, 'speed': -9999}, {'layer': '900mb', 'direction': -9999, 'speed': -9999}, {'layer': '850mb', 'direction': -9999, 'speed': -9999}, {'layer': '800mb', 'direction': 300, 'speed': 2}, {'layer': '750mb', 'direction': 0, 'speed': 2}, {'layer': '700mb', 'direction': 355, 'speed': 2}, {'layer': '650mb', 'direction': 0, 'speed': 3}, {'layer': '600mb', 'direction': 65, 'speed': 2}, {'layer': '550mb', 'direction': 90, 'speed': 3}, {'layer': '500mb', 'direction': 95, 'speed': 3}, {'layer': '450mb', 'direction': 85, 'speed': 3}, {'layer': '400mb', 'direction': 100, 'speed': 4}, {'layer': '350mb', 'direction': 95, 'speed': 3}, {'layer': '300mb', 'direction': 100, 'speed': 4}, {'layer': '250mb', 'direction': 105, 'speed': 5}, {'layer': '200mb', 'direction': 100, 'speed': 6}]",13,-1,15,-9999,rain,4,0,330,2,Papua New Guinea
